artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Disturbed,Logged In,Chloe,F,0,Cuevas,223.45098,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796,553,Just Stop (Album Version),200,2018-11-14 05:56:26.796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
,Logged In,Lily,F,5,Cooper,,free,"Columbia, SC",GET,Home,1541058203796,58,,200,2018-11-14 05:57:09.796,"""Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",59
Armand Van Helden & A-TRAK Present Duck Sauce,Logged In,Tegan,F,47,Levine,325.0673,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,aNYway,200,2018-11-14 05:57:40.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Jack Johnson,Logged In,Lily,F,6,Cooper,185.99138,free,"Columbia, SC",PUT,NextSong,1541058203796,58,Crying Shame,200,2018-11-14 05:57:53.796,"""Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",59
Alliance Ethnik,Logged In,Chloe,F,1,Cuevas,265.76934,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796,553,Creil City,200,2018-11-14 06:00:09.796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
blessthefall,Logged In,Lily,F,7,Cooper,166.45179,free,"Columbia, SC",PUT,NextSong,1541058203796,58,Higinia (Album Version),200,2018-11-14 06:00:58.796,"""Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",59
The Spades,Logged In,Tegan,F,48,Levine,84.84526,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Gotta Get Some,200,2018-11-14 06:03:05.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Subhumans,Logged In,Tegan,F,49,Levine,209.37098,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Rain,200,2018-11-14 06:04:29.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Killswitch Engage,Logged In,Tegan,F,50,Levine,257.20117999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,This Is Goodbye (Album Version),200,2018-11-14 06:07:58.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Wishbone Ash,Logged In,Tegan,F,51,Levine,221.54404,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Persephone,200,2018-11-14 06:12:15.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Cartola,Logged In,Tegan,F,52,Levine,127.242,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Tive Sim,200,2018-11-14 06:15:56.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Joa~o Gilberto,Logged In,Tegan,F,53,Levine,98.14159000000001,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Samba De Una Nota SoÃÂ´,200,2018-11-14 06:18:03.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Blufeld,Logged In,Tegan,F,54,Levine,396.93016,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,On A Deeper Level,200,2018-11-14 06:19:41.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Braden,M,0,Parker,,free,"Youngstown-Warren-Boardman, OH-PA",GET,Home,1540999292796,457,,200,2018-11-14 06:24:22.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",74
Carpenters,Logged In,Tegan,F,55,Levine,276.06158999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,(They Long To Be) Close To You,200,2018-11-14 06:26:17.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Komeda,Logged In,Tegan,F,56,Levine,261.72036,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Brother,200,2018-11-14 06:30:53.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Bond,Logged In,Rylan,M,0,George,181.68118,free,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Fuego,200,2018-11-14 06:34:59.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged In,Rylan,M,1,George,,free,"Birmingham-Hoover, AL",GET,Upgrade,1541020249796,479,,200,2018-11-14 06:35:13.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
The Hooters,Logged In,Tegan,F,57,Levine,240.43057000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Johnny B.,200,2018-11-14 06:35:14.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Rylan,M,2,George,,free,"Birmingham-Hoover, AL",PUT,Submit Upgrade,1541020249796,479,,307,2018-11-14 06:35:14.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
BeyoncÃÂ©,Logged In,Ryan,M,0,Smith,261.74649,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796,529,Halo,200,2018-11-14 06:35:40.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
,Logged In,Rylan,M,3,George,,paid,"Birmingham-Hoover, AL",GET,Home,1541020249796,479,,200,2018-11-14 06:36:13.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Dido,Logged In,Rylan,M,4,George,217.83465,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Thank You,200,2018-11-14 06:38:00.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
John Michael Montgomery,Logged In,Rylan,M,5,George,217.0771,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Beer And Bones,200,2018-11-14 06:41:37.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Sarah Connor / Naturally 7,Logged In,Rylan,M,6,George,277.10649,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Music Is The Key,200,2018-11-14 06:45:14.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged In,Tegan,F,58,Levine,,paid,"Portland-South Portland, ME",GET,Downgrade,1540794356796,548,,200,2018-11-14 06:49:08.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Macaco,Logged In,Rylan,M,7,George,202.4224,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Con La Mano LevantÃÂ¡,200,2018-11-14 06:49:51.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Franz Ferdinand,Logged In,Rylan,M,8,George,254.69342000000003,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,This Fire,200,2018-11-14 06:53:13.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Green Day,Logged In,Tegan,F,59,Levine,185.12933999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),200,2018-11-14 06:57:10.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
OneRepublic,Logged In,Rylan,M,9,George,218.95791,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Everybody Loves Me,200,2018-11-14 06:57:27.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Aqua,Logged In,Tegan,F,60,Levine,201.92608,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Doctor Jones,200,2018-11-14 07:00:15.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Craig Chaquico,Logged In,Rylan,M,10,George,279.64036,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Kyle's World,200,2018-11-14 07:01:05.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Joshua Radin,Logged In,Tegan,F,61,Levine,169.32526000000001,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,I'd Rather Be With You,200,2018-11-14 07:03:36.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Memphis Jug Band,Logged In,Rylan,M,11,George,150.80444,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,K.C. Moan,200,2018-11-14 07:05:44.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Underoath,Logged In,Tegan,F,62,Levine,268.04200000000003,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,A Boy Brushed Red Living In Black And White,200,2018-11-14 07:06:25.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Roses Are Red,Logged In,Rylan,M,12,George,258.82077000000004,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Time Signals Progress,200,2018-11-14 07:08:14.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Jay-Z,Logged In,Tegan,F,63,Levine,212.27057000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,D'Evils,200,2018-11-14 07:10:53.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Marilyn Manson,Logged In,Rylan,M,13,George,218.8273,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,The Beautiful People,200,2018-11-14 07:12:32.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Taylor Swift,Logged In,Tegan,F,64,Levine,232.09751,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Tim McGraw,200,2018-11-14 07:14:25.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Erasure,Logged In,Rylan,M,14,George,584.25424,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Fingers And Thumbs (Cold Summer's Day) (Sound Factory Remix),200,2018-11-14 07:16:10.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Casiotone For The Painfully Alone,Logged In,Tegan,F,65,Levine,210.12852999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Hot Boyz (w/ Dear Nora),200,2018-11-14 07:18:17.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
The Corrs,Logged In,Tegan,F,66,Levine,205.94893000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Breathless,200,2018-11-14 07:21:47.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Black Stone Cherry,Logged In,Tegan,F,67,Levine,261.79873,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Big City Lights (Album Version),200,2018-11-14 07:25:12.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
The Kooks,Logged In,Rylan,M,15,George,203.96363,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Naive,200,2018-11-14 07:25:54.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Band Of Horses,Logged In,Rylan,M,16,George,203.25832,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Marry Song (Album),200,2018-11-14 07:29:17.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
BeyoncÃÂ©,Logged In,Tegan,F,68,Levine,163.70893,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Gift From Virgo,200,2018-11-14 07:29:33.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Metric,Logged In,Tegan,F,69,Levine,245.52444,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Gold Guns Girls,200,2018-11-14 07:32:16.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Miley Cyrus,Logged In,Rylan,M,17,George,180.84526,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Hoedown Throwdown,200,2018-11-14 07:32:40.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged In,Rylan,M,18,George,,paid,"Birmingham-Hoover, AL",GET,Home,1541020249796,479,,200,2018-11-14 07:32:40.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Stars,Logged In,Rylan,M,19,George,225.82812,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Violent,200,2018-11-14 07:35:40.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
K'Naan,Logged In,Tegan,F,70,Levine,220.49913999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Wavin'  Flag,200,2018-11-14 07:36:21.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
The Corrs,Logged In,Rylan,M,20,George,238.44526000000002,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,When The Stars Go Blue (Featuring Bono) (Disclab Remix),200,2018-11-14 07:39:25.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Binary Star,Logged In,Tegan,F,71,Levine,362.84036000000003,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Evolution Of Man,200,2018-11-14 07:40:01.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Florence + The Machine,Logged In,Rylan,M,21,George,219.66322000000002,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Dog Days Are Over (Radio Edit),200,2018-11-14 07:43:23.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Reverend And The Makers,Logged In,Tegan,F,72,Levine,209.81506000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Heavyweight Champion Of The World,200,2018-11-14 07:46:03.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Les Humphries Singers,Logged In,Rylan,M,22,George,222.79791,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Mama Loo,200,2018-11-14 07:47:02.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
John Waite,Logged In,Tegan,F,73,Levine,269.76608,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Missing You,200,2018-11-14 07:49:32.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
CKY,Logged In,Rylan,M,23,George,240.27382999999998,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Familiar Realm,200,2018-11-14 07:50:44.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
R.I.O.,Logged In,Tegan,F,74,Levine,217.12933999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,When The Sun Comes Down,200,2018-11-14 07:54:01.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
BeyoncÃÂ©,Logged In,Rylan,M,24,George,261.74649,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Halo,200,2018-11-14 07:54:44.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Calle 13,Logged In,Tegan,F,75,Levine,196.98893,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Electro Movimiento,200,2018-11-14 07:57:38.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Chris Bathgate,Logged In,Rylan,M,25,George,324.98893,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Coda,200,2018-11-14 07:59:05.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Discovery,Logged In,Tegan,F,76,Levine,192.52200000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,So Insane,200,2018-11-14 08:00:54.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Alivia,F,0,Terrell,,free,"Parkersburg-Vienna, WV",GET,Home,1540505391796,566,,200,2018-11-14 08:03:51.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",4
Griffin House,Logged In,Tegan,F,77,Levine,226.42892999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Better Than Love,200,2018-11-14 08:04:06.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Beastie Boys,Logged In,Rylan,M,26,George,172.22485,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,The Maestro,200,2018-11-14 08:04:29.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged In,Ann,F,0,Banks,,free,"Salt Lake City, UT",GET,Home,1540895683796,421,,200,2018-11-14 08:06:34.796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,99
Raphael Saadiq featuring Stevie Wonder and CJ,Logged In,Ann,F,1,Banks,252.94322000000003,free,"Salt Lake City, UT",PUT,NextSong,1540895683796,421,Never Give You Up,200,2018-11-14 08:06:49.796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,99
Dead Meadow,Logged In,Rylan,M,27,George,181.41995,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Keep On Walking,200,2018-11-14 08:07:21.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
59 Times the Pain,Logged In,Tegan,F,78,Levine,144.95302,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Found Home,200,2018-11-14 08:07:52.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Emily,F,0,Benson,,paid,"Augusta-Richmond County, GA-SC",GET,Home,1540907087796,522,,200,2018-11-14 08:10:15.796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
Third World,Logged In,Tegan,F,79,Levine,268.79955,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,1865 (96ÃÂº In The Shade),200,2018-11-14 08:10:16.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Nine Inch Nails,Logged In,Emily,F,1,Benson,293.69424,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796,522,Dead Souls (LP Version),200,2018-11-14 08:10:20.796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
Bon Jovi,Logged In,Rylan,M,28,George,250.69669,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Livin' On A Prayer,200,2018-11-14 08:10:22.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Kid Cudi / MGMT / Ratatat,Logged In,Rylan,M,29,George,295.67955,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,479,Pursuit Of Happiness (nightmare),200,2018-11-14 08:14:32.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Maria BethÃÂ¢nia,Logged In,Tegan,F,80,Levine,212.34892999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,548,Onde Estara O Meu Amor,200,2018-11-14 08:14:44.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
David Cook,Logged In,Emily,F,2,Benson,248.00607999999997,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796,522,Come Back to Me,200,2018-11-14 08:15:13.796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
