"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId","ts"
"Amanda Marshall","Kate","F","1","Harrell","274.28526","paid","Lansing-East Lansing, MI","828","Let It Rain","97","1.54288E+12"
"Rammstein","Kate","F","2","Harrell","272.40444","paid","Lansing-East Lansing, MI","828","Sonne","97","1.54288E+12"
"Cat Stevens","Kate","F","3","Harrell","167.6273","paid","Lansing-East Lansing, MI","828","If You Want To Sing Out_ Sing Out","97","1.54288E+12"
"Emma Shapplin","Kate","F","4","Harrell","267.62404","paid","Lansing-East Lansing, MI","828","Spente Le Stelle","97","1.54289E+12"
"Modest Mouse","Kate","F","5","Harrell","209.52771","paid","Lansing-East Lansing, MI","828","Float On","97","1.54289E+12"
"Flaco Jimenez","Kate","F","6","Harrell","155.81995","paid","Lansing-East Lansing, MI","828","En El Cielo No Hay Cerveza (In Heaven There Is No Beer)","97","1.54289E+12"
"Modest Mouse","Kate","F","7","Harrell","209.52771","paid","Lansing-East Lansing, MI","828","Float On","97","1.54289E+12"
"Cedric Gervais feat. Second Sun","Kate","F","8","Harrell","230.32118","paid","Lansing-East Lansing, MI","828","Pills (Radio Edit) (Radio Edit)","97","1.54289E+12"
"Sheena Easton","Kate","F","9","Harrell","239.62077","paid","Lansing-East Lansing, MI","828","Strut (1993 Digital Remaster)","97","1.54289E+12"
"Everything But The Girl","Kate","F","10","Harrell","218.74893","paid","Lansing-East Lansing, MI","828","My Baby Don't Love Me","97","1.54289E+12"
"Florence + The Machine","Kate","F","11","Harrell","219.66322","paid","Lansing-East Lansing, MI","828","Dog Days Are Over (Radio Edit)","97","1.54289E+12"
"BoDeans","Kate","F","12","Harrell","354.01098","paid","Lansing-East Lansing, MI","828","Naked (Live)","97","1.54289E+12"
"OneRepublic","Kate","F","13","Harrell","208.14322","paid","Lansing-East Lansing, MI","828","Apologize","97","1.54289E+12"
"Miley Cyrus","Kate","F","14","Harrell","194.45506","paid","Lansing-East Lansing, MI","828","Full Circle","97","1.54289E+12"
"Coldplay","Kate","F","15","Harrell","139.12771","paid","Lansing-East Lansing, MI","828","Don't Panic","97","1.54289E+12"
"Atreyu","Kate","F","16","Harrell","308.37506","paid","Lansing-East Lansing, MI","828","You Were The King_ Now You're Unconscious (Album Version)","97","1.54289E+12"
"Bruce Springsteen","Kate","F","17","Harrell","270.54975","paid","Lansing-East Lansing, MI","828","Born To Run","97","1.54289E+12"
"BjÃÂ¶rk","Kate","F","18","Harrell","348.57751","paid","Lansing-East Lansing, MI","828","Undo","97","1.54289E+12"
"Big Shug","Kate","F","19","Harrell","140.56444","paid","Lansing-East Lansing, MI","828","It Just Don't Stop","97","1.54289E+12"
"The Wallflowers","Kate","F","20","Harrell","315.24526","paid","Lansing-East Lansing, MI","828","Be Your Own Girl","97","1.54289E+12"
"Chris Brown","Kate","F","21","Harrell","203.80689","paid","Lansing-East Lansing, MI","828","Ain't No Way (You Won't Love Me)","97","1.54289E+12"
"Charly GarcÃÂ­a","Kate","F","22","Harrell","231.73179","paid","Lansing-East Lansing, MI","828","Filosofia Barata Y Zapatos De Goma","97","1.54289E+12"
"N.W.A ft. Eazy-E","Kate","F","23","Harrell","338.18077","paid","Lansing-East Lansing, MI","828","Boyz-N-The-Hood","97","1.54289E+12"
"The Mighty Mighty Bosstones","Kate","F","24","Harrell","158.87628","paid","Lansing-East Lansing, MI","828","1/2/2008","97","1.54289E+12"
"Beastie Boys","Kate","F","25","Harrell","211.722","paid","Lansing-East Lansing, MI","828","Unite (2009 Digital Remaster)","97","1.54289E+12"
"Yuksek","Kate","F","26","Harrell","218.95791","paid","Lansing-East Lansing, MI","828","Take A Ride","97","1.54289E+12"
"Fernando Ubiergo","Kate","F","27","Harrell","218.74893","paid","Lansing-East Lansing, MI","828","Cuando Agosto Era 21","97","1.54289E+12"
"Phoenix","Kate","F","28","Harrell","192.86159","paid","Lansing-East Lansing, MI","828","Napoleon Says","97","1.54289E+12"
"Radney Foster","Jayden","M","0","Fox","288.96608","free","New Orleans-Metairie, LA","790","Sweet And Wild","101","1.54289E+12"
"Neneh Cherry","Jayden","M","1","Fox","232.202","free","New Orleans-Metairie, LA","790","Manchild","101","1.54289E+12"
"Hooligans","Ayla","F","0","Johnson","189.98812","free","Santa Rosa, CA","785","Szex & KV","63","1.54289E+12"
"Kid Cudi / MGMT / Ratatat","Lily","F","0","Burns","295.67955","free","New York-Newark-Jersey City, NY-NJ-PA","786","Pursuit Of Happiness (nightmare)","32","1.5429E+12"
"Foals","Morris","M","0","Gilmore","316.89098","free","Raleigh, NC","351","Blue Blood","23","1.5429E+12"
"'N Sync/Phil Collins","Morris","M","1","Gilmore","143.64689","free","Raleigh, NC","351","Trashin' The Camp (Phil And 'N Sync Version)","23","1.5429E+12"
"Kristian Stanfill","Jayden","M","0","Fox","287.50322","free","New Orleans-Metairie, LA","838","I Need You","101","1.5429E+12"
"Enrique Iglesias","Jayden","M","1","Fox","241.42322","free","New Orleans-Metairie, LA","838","Tired Of Being Sorry","101","1.5429E+12"
"Michael Cretu","Jayden","M","2","Fox","301.06077","free","New Orleans-Metairie, LA","838","The Invisible Man","101","1.5429E+12"
"Tommy Emmanuel","Jayden","M","3","Fox","168.14975","free","New Orleans-Metairie, LA","838","Windy & Warm","101","1.5429E+12"
"Cherise","Stefany","F","0","White","229.69424","free","Lubbock, TX","772","No Good 4 You","83","1.54291E+12"
"Anna Waronker","Jayden","F","0","Duffy","189.6224","free","Seattle-Tacoma-Bellevue, WA","662","Nothing Personal","76","1.54291E+12"
"King ChangÃÂ³","Cecilia","F","0","Owens","340.74077","free","Atlanta-Sandy Springs-Roswell, GA","763","ConfesiÃÂ³n","6","1.54292E+12"
"Gang Of Four","Cecilia","F","1","Owens","193.14893","free","Atlanta-Sandy Springs-Roswell, GA","763","I Found That Essence Rare","6","1.54292E+12"
"Line Renaud","Cecilia","F","2","Owens","176.16934","free","Atlanta-Sandy Springs-Roswell, GA","763","Le Soir","6","1.54292E+12"
"the bird and the bee","Tegan","F","2","Levine","198.1122","paid","Portland-South Portland, ME","823","Last Day Of Our Love","80","1.54292E+12"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Mohammad","M","0","Rodriguez","277.15873","paid","Sacramento--Roseville--Arden-Arcade, CA","961","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","88","1.54328E+12"
"Jimi Hendrix","Mohammad","M","1","Rodriguez","239.82975","paid","Sacramento--Roseville--Arden-Arcade, CA","961","Woodstock Inprovisation","88","1.54328E+12"
"Building 429","Mohammad","M","2","Rodriguez","300.61669","paid","Sacramento--Roseville--Arden-Arcade, CA","961","Majesty (LP Version)","88","1.54328E+12"
"The B-52's","Gianna","F","0","Jones","321.54077","free","New York-Newark-Jersey City, NY-NJ-PA","107","Love Shack","38","1.54328E+12"
"Die Mooskirchner","Gianna","F","1","Jones","169.29914","free","New York-Newark-Jersey City, NY-NJ-PA","107","Frisch und g'sund","38","1.54328E+12"
"Carrie Underwood","Gianna","F","2","Jones","195.70893","free","New York-Newark-Jersey City, NY-NJ-PA","107","Look At Me","38","1.54328E+12"
"No Te Va Gustar","Kaylee","F","0","Summers","246.43873","free","Phoenix-Mesa-Scottsdale, AZ","833","Ya EntendÃÂ­","8","1.54329E+12"
"The Velvet Underground / Nico","Kaylee","F","1","Summers","360.09751","free","Phoenix-Mesa-Scottsdale, AZ","833","All Tomorrow's Parties","8","1.54329E+12"
"Snoop Dogg / Jamie Foxx","Kaylee","F","2","Summers","179.35628","free","Phoenix-Mesa-Scottsdale, AZ","833","Psst!","8","1.54329E+12"
"Dixie Chicks","Kaylee","F","3","Summers","201.01179","free","Phoenix-Mesa-Scottsdale, AZ","833","There's Your Trouble","8","1.54329E+12"
"Linkin Park","Kaylee","F","5","Summers","189.28281","free","Phoenix-Mesa-Scottsdale, AZ","833","Given Up (Album Version)","8","1.54329E+12"
"Alice In Chains","Kevin","M","0","Arellano","239.35955","free","Harrisburg-Carlisle, PA","934","Take Her Out","66","1.54329E+12"
"Florence + The Machine","Anabelle","F","1","Simpson","176.69179","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","926","My Boy Builds Coffins","69","1.54329E+12"
"Spoon","Theodore","M","0","Smith","299.20608","free","Houston-The Woodlands-Sugar Land, TX","968","The Mystery Zone","52","1.5433E+12"
"Alice In Chains","Aiden","M","1","Hess","223.26812","free","La Crosse-Onalaska, WI-MN","917","Would?","86","1.54331E+12"
"Natalie Walker","Aiden","M","2","Hess","191.84281","free","La Crosse-Onalaska, WI-MN","917","Colorblind","86","1.54331E+12"
"Traveling Wilburys","Ava","F","0","Robinson","207.59465","free","New Haven-Milford, CT","940","End Of The Line","50","1.54331E+12"
"Cherokee","Chloe","F","0","Cuevas","414.6673","paid","San Francisco-Oakland-Hayward, CA","960","Relax","49","1.54332E+12"
"NOFX","Chloe","F","1","Cuevas","1099.78077","paid","San Francisco-Oakland-Hayward, CA","960","The Decline","49","1.54332E+12"
"Cameo","Chloe","F","2","Cuevas","211.98322","paid","San Francisco-Oakland-Hayward, CA","960","Word Up!","49","1.54332E+12"
"Natalia Lafourcade","Layla","F","0","Griffin","264.25424","paid","Lake Havasu City-Kingman, AZ","879","Look Outside","24","1.54332E+12"
"J Dilla","Layla","F","1","Griffin","232.46322","paid","Lake Havasu City-Kingman, AZ","879","Won't Do","24","1.54332E+12"
"Sergio Mendes","Layla","F","2","Griffin","254.85016","paid","Lake Havasu City-Kingman, AZ","879","Never Gonna Let You Go","24","1.54332E+12"
"Jarabe De Palo","Layla","F","3","Griffin","205.08689","paid","Lake Havasu City-Kingman, AZ","879","En Lo Puro No Hay Futuro","24","1.54332E+12"
"Carrie Underwood","Layla","F","4","Griffin","257.88036","paid","Lake Havasu City-Kingman, AZ","879","I Told You So","24","1.54332E+12"
"Enigma","Elijah","M","0","Davis","258.71628","free","Detroit-Warren-Dearborn, MI","138","Je T'aime Till My Dying Day","5","1.54332E+12"
"Kelly Clarkson","Layla","F","5","Griffin","221.09995","paid","Lake Havasu City-Kingman, AZ","879","The Trouble With Love Is","24","1.54332E+12"
"Timbaland & Magoo","Layla","F","6","Griffin","279.7971","paid","Lake Havasu City-Kingman, AZ","879","Put 'Em On","24","1.54332E+12"
"The Wombats","Elijah","M","1","Davis","69.95546","free","Detroit-Warren-Dearborn, MI","138","Tales of Girls_ Boys and Marsupials (album version)","5","1.54332E+12"
"Andrew Bird","Elijah","M","2","Davis","316.47302","free","Detroit-Warren-Dearborn, MI","138","Skin Is_ My","5","1.54332E+12"
"Colin James","Layla","F","8","Griffin","298.52689","paid","Lake Havasu City-Kingman, AZ","879","Just Came Back","24","1.54332E+12"
"Los Wawanco","Rylan","M","0","George","165.79873","paid","Birmingham-Hoover, AL","871","La Casita Blanca","16","1.54332E+12"
"Dancing DJ's v Roxette","Layla","F","9","Griffin","370.78159","paid","Lake Havasu City-Kingman, AZ","879","Fading Like A Flower (Extended Mix)","24","1.54332E+12"
"Robert Rich & Alio Die","Layla","F","10","Griffin","375.92771","paid","Lake Havasu City-Kingman, AZ","879","Sirena","24","1.54332E+12"
"Gabin featuring China Moses","Layla","F","11","Griffin","249.36444","paid","Lake Havasu City-Kingman, AZ","879","The Other Way Round (Feat. China Moses)","24","1.54332E+12"
"Los Lobos","Aiden","M","0","Hess","174.18404","free","La Crosse-Onalaska, WI-MN","978","La Bamba","86","1.54333E+12"
"Robert Pollard","Aiden","M","1","Hess","202.91873","free","La Crosse-Onalaska, WI-MN","978","We All Got Out (of the Army)","86","1.54333E+12"
"MÃÂ¥ns ZelmerlÃÂ¶w","Aiden","M","2","Hess","206.96771","free","La Crosse-Onalaska, WI-MN","978","Brother Oh Brother","86","1.54333E+12"
"Shakira","Aiden","M","3","Hess","192.70485","free","La Crosse-Onalaska, WI-MN","978","Did it Again","86","1.54333E+12"
"Showbread","Aiden","M","4","Hess","297.58649","free","La Crosse-Onalaska, WI-MN","978","The Pig","86","1.54333E+12"
"DHT Feat. EdmÃÂ©e","Chloe","F","1","Cuevas","229.98159","paid","San Francisco-Oakland-Hayward, CA","982","Listen To Your Heart","49","1.54333E+12"
"Bersuit Vergarabat","Chloe","F","2","Cuevas","212.40118","paid","San Francisco-Oakland-Hayward, CA","982","Yo Tomo","49","1.54333E+12"
"La Roux","Chloe","F","3","Cuevas","185.65179","paid","San Francisco-Oakland-Hayward, CA","982","Quicksand","49","1.54333E+12"
"Conjure One","Chloe","F","4","Cuevas","300.09424","paid","San Francisco-Oakland-Hayward, CA","982","Center Of The Sun","49","1.54333E+12"
"Graham Colton","Chloe","F","5","Cuevas","235.10159","paid","San Francisco-Oakland-Hayward, CA","982","On Your Side","49","1.54333E+12"
"The Starting Line","Chloe","F","6","Cuevas","207.85587","paid","San Francisco-Oakland-Hayward, CA","982","I'm Real","49","1.54333E+12"
"Jimmy Eat World","Chloe","F","7","Cuevas","385.802","paid","San Francisco-Oakland-Hayward, CA","982","Drugs Or Me","49","1.54333E+12"
"Pull Tiger Tail","Chloe","F","8","Cuevas","239.882","paid","San Francisco-Oakland-Hayward, CA","982","Hurricanes","49","1.54333E+12"
"OneRepublic","Chloe","F","9","Cuevas","224.67873","paid","San Francisco-Oakland-Hayward, CA","982","Secrets","49","1.54333E+12"
"Hannah Montana","Chloe","F","10","Cuevas","174.00118","paid","San Francisco-Oakland-Hayward, CA","982","The Best Of Both Worlds","49","1.54333E+12"
"Ramses Shaffy","Matthew","M","1","Jones","332.69506","paid","Janesville-Beloit, WI","957","Laat Me.","36","1.54333E+12"
"Van Halen","Matthew","M","2","Jones","228.33587","paid","Janesville-Beloit, WI","957","Why Can't This Be Love (Remastered Version)","36","1.54333E+12"
"Method Man","Ava","F","0","Robinson","195.97016","free","New Haven-Milford, CT","979","All I Need","50","1.54333E+12"
"Mando Diao","Matthew","M","3","Jones","238.54975","paid","Janesville-Beloit, WI","957","Down In The Past","36","1.54333E+12"
"The Archies","Ava","F","1","Robinson","166.16444","free","New Haven-Milford, CT","979","Sugar Sugar","50","1.54333E+12"
"OneRepublic","Matthew","M","4","Jones","208.14322","paid","Janesville-Beloit, WI","957","Apologize","36","1.54333E+12"
"Ensiferum","Matthew","M","5","Jones","273.8673","paid","Janesville-Beloit, WI","957","Lady In Black","36","1.54333E+12"
"Gold Panda","Matthew","M","6","Jones","189.09995","paid","Janesville-Beloit, WI","957","Win-san Western","36","1.54333E+12"
"Dixie Chicks","Matthew","M","7","Jones","206.44526","paid","Janesville-Beloit, WI","957","Tonight The Heartache's On Me","36","1.54334E+12"
"Ferry Corsten","Matthew","M","8","Jones","466.46812","paid","Janesville-Beloit, WI","957","Sublime","36","1.54334E+12"
"Energy 52","Ryan","M","0","Smith","462.13179","free","San Jose-Sunnyvale-Santa Clara, CA","946","CafÃÂ© Del Mar","26","1.54334E+12"
"Babyshambles","Matthew","M","9","Jones","206.49751","paid","Janesville-Beloit, WI","957","Killamangiro","36","1.54334E+12"
"Michael BublÃÂ©","Ryan","M","1","Smith","225.90649","free","San Jose-Sunnyvale-Santa Clara, CA","946","Home (Album Version)","26","1.54334E+12"
"Steppenwolf","Matthew","M","10","Jones","208.14322","paid","Janesville-Beloit, WI","957","Born To Be Wild","36","1.54334E+12"
"Jean Michel Jarre","Ryan","M","2","Smith","461.58322","free","San Jose-Sunnyvale-Santa Clara, CA","946","oxygene 2","26","1.54334E+12"
"BjÃÂ¶rk","Matthew","M","11","Jones","348.57751","paid","Janesville-Beloit, WI","957","Undo","36","1.54334E+12"
"Anberlin","Matthew","M","12","Jones","203.02322","paid","Janesville-Beloit, WI","957","Alexithymia","36","1.54334E+12"
"Metallica","Matthew","M","13","Jones","515.21261","paid","Janesville-Beloit, WI","957","Master Of Puppets","36","1.54334E+12"
"Imogen Heap","Matthew","M","14","Jones","509.36118","paid","Janesville-Beloit, WI","957","Hide & Seek","36","1.54334E+12"
"Crosby_ Stills & Nash","Chloe","F","0","Cuevas","257.43628","paid","San Francisco-Oakland-Hayward, CA","987","Long Time Gone  (LP Version)","49","1.54334E+12"
"Nickel Creek","Chloe","F","1","Cuevas","187.55873","paid","San Francisco-Oakland-Hayward, CA","987","Scotch & Chocolate","49","1.54334E+12"
"MF Doom","Matthew","M","16","Jones","296.72444","paid","Janesville-Beloit, WI","957","Guinnesses (feat. Angelika & 4ize)","36","1.54334E+12"
"Breaks Co-Op","Ryan","M","1","Smith","199.73179","free","San Jose-Sunnyvale-Santa Clara, CA","989","The Otherside (Acoustic Version)","26","1.54334E+12"
"The Streets","Chloe","F","2","Cuevas","208.90077","paid","San Francisco-Oakland-Hayward, CA","987","War Of The Sexes","49","1.54334E+12"
"Old 97's","Matthew","M","17","Jones","231.28771","paid","Janesville-Beloit, WI","957","Victoria (LP Version)","36","1.54334E+12"
"Martin O'Donnell And Michael Salvatori","Chloe","F","3","Cuevas","185.80853","paid","San Francisco-Oakland-Hayward, CA","987","Reclaimer","49","1.54334E+12"
"Kate Voegele","Matthew","M","18","Jones","248.31955","paid","Janesville-Beloit, WI","957","It's Only Life","36","1.54334E+12"
"Justin Bieber","Chloe","F","4","Cuevas","220.89098","paid","San Francisco-Oakland-Hayward, CA","987","Somebody To Love","49","1.54334E+12"
"Devotchka","Matthew","M","19","Jones","225.09669","paid","Janesville-Beloit, WI","957","Head Honcho","36","1.54334E+12"
"Silversun Pickups","Chloe","F","5","Cuevas","340.53179","paid","San Francisco-Oakland-Hayward, CA","987","Three Seed","49","1.54334E+12"
"Animal Collective","Matthew","M","20","Jones","164.77995","paid","Janesville-Beloit, WI","957","Winter Wonderland","36","1.54334E+12"
"Dinosaur Jr.","Chloe","F","6","Cuevas","198.53016","paid","San Francisco-Oakland-Hayward, CA","987","Does It Float","49","1.54334E+12"
"Iam","Matthew","M","21","Jones","287.92118","paid","Janesville-Beloit, WI","957","Contrat De Conscience","36","1.54334E+12"
"Sam Sparro","Chloe","F","7","Cuevas","284.70812","paid","San Francisco-Oakland-Hayward, CA","987","Pocket","49","1.54334E+12"
"The Ethiopians","Matthew","M","22","Jones","170.1873","paid","Janesville-Beloit, WI","957","Train To Skaville","36","1.54334E+12"
"Leonard Cohen","Chloe","F","8","Cuevas","365.94893","paid","San Francisco-Oakland-Hayward, CA","987","Dance Me To The End Of Love","49","1.54334E+12"
"Herman's Hermits","Matthew","M","23","Jones","155.42812","paid","Janesville-Beloit, WI","957","I'm Into Something Good","36","1.54334E+12"
"Seeed","Matthew","M","24","Jones","207.59465","paid","Janesville-Beloit, WI","957","Tide Is High (Es Geht Auch Anders Mix)","36","1.54334E+12"
"Future Rock","Chloe","F","9","Cuevas","239.90812","paid","San Francisco-Oakland-Hayward, CA","987","Gears","49","1.54334E+12"
"Three Drives","Matthew","M","25","Jones","411.6371","paid","Janesville-Beloit, WI","957","Greece 2000","36","1.54334E+12"
"Eminem","Chloe","F","10","Cuevas","283.55873","paid","San Francisco-Oakland-Hayward, CA","987","Deja Vu","49","1.54334E+12"
"Creedence Clearwater Revival","Matthew","M","26","Jones","230.94812","paid","Janesville-Beloit, WI","957","It's Just A Thought","36","1.54334E+12"
